,Line,Group,Left,Right,ref_transcript,hyp_transcript,asr_hyp,interview_name,diff_name,diff_typ
3866,203,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3867,248,oh <-> ***,oh , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3868,375,mm <-> ***,mm , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3869,800,mm <-> ***,mm , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3870,1917,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3871,2865,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3872,2956,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3873,3050,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3874,3092,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3875,3314,ooh <-> ***,ooh , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3876,3376,okay <-> ***,okay , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3877,3471,mm <-> ***,mm , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3878,3615,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3879,3754,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3880,4150,*** <-> okay,*** , okay,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3881,4419,hm <-> ***,hm , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,filler_del,verbatim
3882,766,choir <-> choir-,choir , choir-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
3883,1735,like <-> like-,like , like-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
3884,1838,what <-> what-,what , what-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
3885,2961,insecure <-> insecure-,insecure , insecure-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
3886,3034,um <-> um-,um , um-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
3887,3240,label <-> label-,label , label-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
3888,3374,like <-> like-,like , like-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
3889,3861,so <-> so-,so , so-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
3890,3884,um <-> um-,um , um-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
3891,4109,like <-> like-,like , like-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
3892,4865,something <-> something-,something , something-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
3893,1165,*** <-> so-,*** , so-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
3894,2122,k- <-> ***,k- , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
3895,2433,*** <-> to-,*** , to-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
3896,2755,your af- <-> ***,your af- , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
3897,3351,m- <-> ***,m- , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
3898,4012,s- <-> ***,s- , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
3899,4014,s- <-> ***,s- , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
3900,4197,that's- that's- <-> ***,that's- that's- , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
3901,4641,*** <-> did you-,*** , did you-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
3902,831,anybody <-> anybody's,anybody , anybody's,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,cop_aux_del_19a,morpho_syntax
3903,1169,come <-> comes,come , comes,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,final_s_del_20a_21b,morpho_syntax
3904,900,want <-> wanted,want , wanted,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,stem_for_past_20e,morpho_syntax
3905,708,it <-> ***,it , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,add_pronoun_21d,morpho_syntax
3906,1222,they <-> their,they , their,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,they_their_sub_8ish,morpho_syntax
3907,1224,they <-> their,they , their,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,they_their_sub_8ish,morpho_syntax
3908,138,it <-> them,it , them,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
3909,283,'em <-> ***,'em , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
3910,664,cause <-> not because,cause , not because,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
3911,731,'em <-> ***,'em , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
3912,918,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
3913,1047,cause <-> 'cause,cause , 'cause,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
3914,1163,woulda <-> would've,woulda , would've,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
3915,1212,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
3916,1272,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
3917,1324,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
3918,21,a <-> an,a , an,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_lexical,morpho_syntax
3919,713,a <-> the,a , the,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_lexical,morpho_syntax
3920,880,i <-> ***,i , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_lexical,morpho_syntax
3921,1103,um i've <-> i,um i've , i,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_lexical,morpho_syntax
3922,312,one is <-> one's,one is , one's,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_contraction,reductions
3923,514,mm <-> hm,mm , hm,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_sub,verbatim
3924,661,mm-mm <-> uh-uh,mm-mm , uh-uh,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_sub,verbatim
3925,9,uh <-> ***,uh , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_del,verbatim
3926,166,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_del,verbatim
3927,449,okay <-> ***,okay , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_del,verbatim
3928,569,mm <-> ***,mm , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_del,verbatim
3929,575,um <-> ***,um , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_del,verbatim
3930,1244,oh <-> ***,oh , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_del,verbatim
3931,469,area <-> area-,area , area-,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_restart,verbatim
3932,24,*** <-> what-,*** , what-,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,del_restart,verbatim
3933,371,y- <-> ***,y- , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,del_restart,verbatim
3934,421,m- <-> ***,m- , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,del_restart,verbatim
3935,493,like- <-> ***,like- , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,del_restart,verbatim
3936,719,w- <-> ***,w- , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,del_restart,verbatim
3937,1298,*** <-> don't,*** , don't,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,invariant_be_19b,morpho_syntax
3938,4217,do <-> ***,do , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,invariant_be_19b,morpho_syntax
3939,5708,i <-> i'll,i , i'll,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,future_ll_del_19c,morpho_syntax
3940,1995,sometime <-> sometimes,sometime , sometimes,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,final_s_del_20a_21b,morpho_syntax
3941,4095,school <-> schools,school , schools,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,final_s_del_20a_21b,morpho_syntax
3942,667,*** <-> it,*** , it,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
3943,754,it <-> ***,it , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
3944,757,it <-> ***,it , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
3945,1527,he <-> ***,he , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
3946,1561,he <-> ***,he , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
3947,2269,he <-> ***,he , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
3948,3872,he <-> ***,he , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
3949,4420,it <-> ***,it , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
3950,714,cause <-> 'cause,cause , 'cause,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
3951,897,tryna <-> trying to,tryna , trying to,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
3952,1047,cause <-> ***,cause , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
3953,1484,cause <-> 'cause,cause , 'cause,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
3954,2603,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
3955,2647,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
3956,3049,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
3957,3492,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
3958,3741,cause t- t- t- s-t- <-> because,cause t- t- t- s-t- , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
3959,4287,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
3960,4569,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
3961,5198,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
3962,492,a <-> ***,a , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3963,1417,a <-> an,a , an,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3964,1671,r <-> re-,r , re-,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3965,1854,a <-> an,a , an,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3966,2397,a <-> other,a , other,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3967,2489,*** <-> i,*** , i,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3968,2591,a <-> ***,a , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3969,2613,the <-> a,the , a,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3970,2934,i <-> ***,i , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3971,3181,b <-> be,b , be,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3972,3324,a <-> the,a , the,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3973,3595,a <-> ***,a , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3974,3651,a <-> ***,a , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3975,4458,a <-> at,a , at,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3976,4516,i <-> that,i , that,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3977,4522,a <-> the,a , the,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3978,4667,sh-i <-> i,sh-i , i,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3979,4894,a <-> the,a , the,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3980,5360,i <-> we,i , we,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3981,5582,a <-> the,a , the,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3982,5595,was-i <-> i,was-i , i,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
3983,400,pensacola is <-> pensacola's,pensacola is , pensacola's,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_contraction,reductions
3984,5170,it would <-> there'd,it would , there'd,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_contraction,reductions
3985,909,uh <-> um,uh , um,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
3986,961,uh <-> um,uh , um,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
3987,2423,um <-> uh,um , uh,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
3988,2733,uh <-> uh-uh,uh , uh-uh,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
3989,3114,mkay <-> okay,mkay , okay,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
3990,3345,um <-> uh,um , uh,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
3991,3424,uh <-> um,uh , um,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
3992,4477,um <-> uh,um , uh,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
3993,85,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
3994,409,uh <-> ***,uh , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
3995,452,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
3996,516,uh <-> ***,uh , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
3997,521,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
3998,902,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
3999,993,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4000,1097,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4001,1206,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4002,1420,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4003,1423,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4004,1449,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4005,1493,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4006,1506,*** <-> okay,*** , okay,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4007,1857,mm <-> ***,mm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4008,1911,um <-> ***,um , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4009,2784,*** <-> okay,*** , okay,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4010,2791,okay <-> ***,okay , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4011,3000,*** <-> uh,*** , uh,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4012,3367,uh <-> ***,uh , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4013,3407,uh <-> ***,uh , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4014,3500,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4015,3533,mm <-> ***,mm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4016,3682,um <-> ***,um , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4017,3730,*** <-> uh,*** , uh,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4018,3981,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4019,4755,um <-> ***,um , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4020,5286,uh <-> ***,uh , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4021,5379,uh-huh <-> ***,uh-huh , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4022,4591,we <-> we-,we , we-,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_restart,verbatim
4023,15,aries you- mm after- the day- mm you the day- <-> ***,aries you- mm after- the day- mm you the day- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4024,203,uh- <-> ***,uh- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4025,416,and-i'm- <-> ***,and-i'm- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4026,575,w- <-> ***,w- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4027,889,m- <-> ***,m- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4028,935,w- <-> ***,w- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4029,978,s- <-> ***,s- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4030,1035,k- s- <-> ***,k- s- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4031,1461,in- <-> ***,in- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4032,1517,you- <-> ***,you- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4033,1551,p- <-> ***,p- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4034,1556,t- <-> ***,t- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4035,2137,uh- <-> ***,uh- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4036,2175,j- <-> ***,j- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4037,2247,w- <-> ***,w- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4038,3207,s- <-> ***,s- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4039,3334,n- <-> ***,n- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4040,3628,and- <-> ***,and- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4041,3785,i- <-> ***,i- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4042,3855,th- <-> ***,th- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4043,4037,then sh- <-> ***,then sh- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4044,4100,t- p- p- <-> ***,t- p- p- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4045,4149,then sh- <-> ***,then sh- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4046,4237,h- <-> ***,h- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4047,4359,good- <-> ***,good- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4048,4425,j- <-> ***,j- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4049,4623,*** <-> i-,*** , i-,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4050,4878,um- <-> ***,um- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4051,4939,th- <-> ***,th- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4052,5382,we- <-> ***,we- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4053,5588,n- <-> ***,n- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4054,5607,b- <-> ***,b- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4055,5625,night- <-> ***,night- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4056,44,you's <-> you,you's , you,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,cop_aux_del_19a,morpho_syntax
4057,1431,finna <-> fixing to,finna , fixing to,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,finna_19i,morpho_syntax
4058,614,sometime <-> sometimes,sometime , sometimes,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,final_s_del_20a_21b,morpho_syntax
4059,1260,revert <-> reverts,revert , reverts,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,final_s_del_20a_21b,morpho_syntax
4060,1704,work <-> works,work , works,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,final_s_del_20a_21b,morpho_syntax
4061,1830,streets <-> street,streets , street,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,final_s_del_20a_21b,morpho_syntax
4062,2138,come <-> comes,come , comes,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,final_s_del_20a_21b,morpho_syntax
4063,2950,sometime <-> sometimes,sometime , sometimes,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,final_s_del_20a_21b,morpho_syntax
4064,635,happened <-> happen,happened , happen,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,stem_for_past_20e,morpho_syntax
4065,1053,missed <-> miss,missed , miss,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,stem_for_past_20e,morpho_syntax
4066,1767,need <-> needed,need , needed,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,stem_for_past_20e,morpho_syntax
4067,2804,look <-> looked,look , looked,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,stem_for_past_20e,morpho_syntax
4068,1838,*** <-> it,*** , it,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,add_pronoun_21d,morpho_syntax
4069,3119,it's <-> there's,it's , there's,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,it_there_sub_24a,morpho_syntax
4070,38,cause <-> because,cause , because,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4071,303,cause <-> because,cause , because,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4072,392,n- tryna <-> trying to,n- tryna , trying to,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4073,1006,tryna <-> trying to,tryna , trying to,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4074,1072,whatchu <-> what you,whatchu , what you,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4075,1150,tryna <-> trying to,tryna , trying to,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4076,1395,*** <-> them,*** , them,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4077,1627,about <-> ***,about , ***,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4078,1872,cause <-> because,cause , because,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4079,1928,cause <-> because,cause , because,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4080,2016,wo- <-> would have,wo- , would have,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4081,2019,woulda <-> would have,woulda , would have,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4082,2133,cause <-> because,cause , because,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4083,2295,cause <-> because,cause , because,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4084,2342,cause <-> because,cause , because,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4085,2563,cause <-> because,cause , because,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4086,40,a <-> an,a , an,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_lexical,morpho_syntax
4087,50,a <-> an,a , an,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_lexical,morpho_syntax
4088,464,*** <-> i,*** , i,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_lexical,morpho_syntax
4089,1137,a <-> an,a , an,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_lexical,morpho_syntax
4090,1306,bruh <-> bro,bruh , bro,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_lexical,morpho_syntax
