Line	Spkr	StTime	Content	EnTime
400	ATL_int_01	554.6487	(pause 0.18)	554.8291
401	ATL_int_01	554.8291	or whatever?	555.4117
402	ATL_se0_ag1_m_04	556.4429	[Um], (breathy)	558.0103
403	ATL_int_01	557.5617	[What's just] some-	558.2681
404	ATL_int_01	558.4331	couple of media-	559.6536
405	ATL_int_01	559.6536	(pause 0.16)	559.8134
406	ATL_int_01	559.8134	I mean, uh, marketing tactics that you would like to see on your behalf?	563.5772
407	ATL_se0_ag1_m_04	564.4279	I mean, first of all, I just wanna see the people support it. All the people who say- talk to me out in the streets, I just wanna see them support. That's the biggest market, word of mouth	571.7567
408	ATL_int_01	571.9578	[Okay.]	572.3548
409	ATL_se0_ag1_m_04	572.2259	[through] the people, you know what I'm saying.	573.6025
410	ATL_se0_ag1_m_04	573.9170	I'm not gonna really release all my m-	575.5050
411	ATL_se0_ag1_m_04	575.5050	(pause 0.31)	575.8195
412	ATL_se0_ag1_m_04	575.8195	my strategies that we got planned up	577.7255
413	ATL_int_01	577.8562	[Okay.]	578.2522
414	ATL_se0_ag1_m_04	577.9982	[cause we] still cooking 'em up.	579.1540
415	ATL_int_01	579.3848	Mm-hm.	579.8121
416	ATL_se0_ag1_m_04	579.8448	But, you know, just to have people	581.6494
417	ATL_se0_ag1_m_04	581.6494	(pause 1.77)	583.4216
418	ATL_se0_ag1_m_04	583.4216	themselves talking about what I got going on telling somebody else about it /?/. That's the best marketing because	588.0979
419	ATL_se0_ag1_m_04	588.0979	(pause 0.38)	588.4743
420	ATL_se0_ag1_m_04	588.4743	I only know about music when my friends tell me about it.	590.8652
421	ATL_int_01	591.0972	[Mm-hm.]	591.5406
422	ATL_se0_ag1_m_04	591.4427	[And] it's like, okay, I gotta listen to it now cause you told me about it. I know you don't listen to that BS music. So	595.6433
423	ATL_se0_ag1_m_04	596.0403	word of mouth, just people rocking with the sign, man.	598.3243
424	ATL_int_01	599.0616	You, um, definitely was the first person to mention, um, Derez De'Shon name to me.	604.0459
425	ATL_se0_ag1_m_04	604.7213	Oh yeah, that nigga, he's- man, look, that [boy, he-]	607.2721
426	ATL_int_01	606.7926	[That mighta] been a couple months ago	608.6538
427	ATL_int_01	609.1591	[maybe.]	609.6258
428	ATL_se0_ag1_m_04	609.5767	[that] boy's a beast, man. I g- I give credit when credit due. Like he really talking about something.	613.7309
429	ATL_int_01	613.9991	Mm-hm.	614.3342
430	ATL_se0_ag1_m_04	614.3754	So I'm'a always support.	615.5458
431	ATL_int_01	616.9018	Yeah, you wo- you woulda thought he was kind of, um,	619.2979
432	ATL_int_01	619.2979	(pause 0.31)	619.6124
433	ATL_int_01	619.6124	a little bit too real for some of his stuff to pop, but	622.3450
434	ATL_int_01	622.3450	(pause 0.86)	623.2060
435	ATL_int_01	623.2060	I guess	623.6030
436	ATL_int_01	623.6030	(pause 0.12)	623.7267
437	ATL_int_01	623.7267	with good marketing, some of the other stuff he had going along /with it/ and word of mouth	627.8552
438	ATL_se0_ag1_m_04	627.9480	It's his time, man. [It was just his time], man. It's his time, man.	631.6276
439	ATL_int_01	628.9592	[/and it's his time./]	629.8924
440	ATL_se0_ag1_m_04	631.6986	[Everybody have they] time, man. Timing is everything. That why-	634.6595
441	ATL_int_01	631.7681	[<laugh>]	632.4962
442	ATL_se0_ag1_m_04	634.9224	that's why people, um, preach patience so much cause	637.4577
443	ATL_se0_ag1_m_04	637.4577	(pause 0.52)	637.9733
444	ATL_se0_ag1_m_04	637.9733	you gonna have your time. You just gotta be ready. And it's almost like	640.9946
445	ATL_se0_ag1_m_04	640.9946	(pause 0.55)	641.5411
446	ATL_se0_ag1_m_04	641.5411	when you- when you- when it's really your time, you gotta- y- you gonna be scared a little bit cause it's a [lot that come] with that, you know what I'm saying.	647.1390
447	ATL_int_01	645.3399	[Mm.]	645.8775
448	ATL_int_01	647.7473	That's normal.	648.3587
449	ATL_se0_ag1_m_04	648.3734	I had a studio session one time. I was scared to go home. The music was so fire I thought somebody was gonna take me off on the way home.	654.1494
450	ATL_int_01	654.1095	Shit.	655.4628
451	ATL_se0_ag1_m_04	655.7206	Nah, it's [real- it's some real] shit [though.]	657.2674
452	ATL_int_01	656.0475	[That's a thing.]	656.6592
453	ATL_int_01	656.6592	(pause 0.56)	657.2149
454	ATL_int_01	657.2149	[Nah], definitely.	658.0614
455	ATL_se0_ag1_m_04	658.7626	I was like, man, this music too good. Let me go ahead and hide.	661.3236
456	ATL_int_01	661.7464	Mm-hm.	662.2414
457	ATL_int_01	662.2414	(pause 2.20)	664.4378
458	ATL_int_01	664.4378	Nah, we can't have the hiding, man. Gotta be out there, [man.]	667.2772
459	ATL_se0_ag1_m_04	667.1793	[I] know. I'm [definitely out] there. I- I went to two spots last night,	670.0304
460	ATL_int_01	667.7052	[/?/]	668.1537
461	ATL_int_01	670.2470	Yeah.	670.6440
462	ATL_se0_ag1_m_04	670.9894	s- walked in with the sign. Man, look, I'm not dimming my light for nobody twenty eighteen, man.	675.3808
463	ATL_se0_ag1_m_04	675.3808	(pause 0.44)	675.8191
464	ATL_se0_ag1_m_04	675.8191	You either gonna let me in,	677.0461
465	ATL_se0_ag1_m_04	677.0461	(pause 0.64)	677.6855
466	ATL_se0_ag1_m_04	677.6855	[you know what I'm saying.]	678.3815
467	ATL_int_01	677.7820	[I ain't gonna lie, man], you gotta be a certain type of ivi- individual to really-	681.7166
468	ATL_int_01	682.5144	really not dim your light and	684.0310
469	ATL_int_01	684.0310	(pause 0.10)	684.1336
470	ATL_int_01	684.1336	keep- cause that sign is really crushing	686.3400
471	ATL_int_01	686.3400	(pause 0.80)	687.1392
472	ATL_int_01	687.1392	all the indie	688.1483
473	ATL_int_01	688.1483	(pause 0.65)	688.8031
474	ATL_int_01	688.8031	promotion-wise for a bunch of different shit, you know,	691.6698
475	ATL_int_01	691.6698	(pause 0.49)	692.1596
476	ATL_int_01	692.1596	and you consistent with it,	693.3609
477	ATL_int_01	693.3609	(pause 0.92)	694.2772
478	ATL_int_01	694.2772	you know,	694.7464
479	ATL_int_01	694.7464	(pause 0.27)	695.0145
480	ATL_int_01	695.0145	and you gonna stand out. Like a lot of times I don't even be wanting to	698.1029
481	ATL_int_01	698.1029	(pause 0.72)	698.8195
482	ATL_int_01	698.8195	step out the house cause I feel like, oh shit, I'm-	701.2517
483	ATL_int_01	701.2517	(pause 0.88)	702.1282
484	ATL_int_01	702.1282	I'm losing more than I'm gaining, gas, money, and	704.7319
485	ATL_int_01	704.7319	(pause 0.27)	705.0000
486	ATL_int_01	705.0000	just being out,	706.0194
487	ATL_int_01	706.0194	(pause 0.44)	706.4577
488	ATL_int_01	706.4577	god damn probably gonna have to pay for some drinks,	708.9067
489	ATL_int_01	708.9067	(pause 0.95)	709.8554
490	ATL_int_01	709.8554	food, gas, some of everything,	711.9215
491	ATL_int_01	711.9215	(pause 0.49)	712.4113
492	ATL_int_01	712.4113	you know, just kick it with folks, but	714.1385
493	ATL_int_01	714.1385	(pause 0.77)	714.9067
494	ATL_int_01	714.9067	shit, you got your name. You got that sign.	717.1650
495	ATL_int_01	717.1650	(pause 0.95)	718.1122
496	ATL_int_01	718.1122	You in the place to be	719.3445
497	ATL_int_01	719.3445	(pause 0.61)	719.9529
498	ATL_int_01	719.9529	[even just walking] down the street.	721.1851
499	ATL_se0_ag1_m_04	720.0438	[Ay, man.]	720.5899
500	ATL_int_01	722.9371	[And you never] thought	723.7289
501	ATL_se0_ag1_m_04	722.9744	[Ay.]	723.2530
502	ATL_int_01	724.8547	like oh man, this shit's lame. Ain't nobody else doing it, or blah blah blah.	728.5256
503	ATL_se0_ag1_m_04	728.9072	Never thought that, man.	729.9266
504	ATL_int_01	730.0865	Mm.	730.4064
505	ATL_se0_ag1_m_04	730.4816	Never thought that.	731.1505
506	ATL_se0_ag1_m_04	731.1505	(pause 0.41)	731.5559
507	ATL_se0_ag1_m_04	731.5559	I had two people tell me when I first got the sign, they was like, nah, bruh, don't do it. One of 'em is a rapper, and one of 'em is a-	736.7670
508	ATL_se0_ag1_m_04	736.7670	(pause 0.34)	737.1022
509	ATL_se0_ag1_m_04	737.1022	is a nobody.	738.0044
510	ATL_se0_ag1_m_04	738.0044	(pause 0.42)	738.4272
511	ATL_se0_ag1_m_04	738.4272	[/Mm-hm./]	738.8410
512	ATL_int_01	738.5200	[<laugh>]	740.5875
513	ATL_se0_ag1_m_04	738.9534	[<laugh>]	739.4739
514	ATL_se0_ag1_m_04	739.4739	(pause 0.84)	740.3091
515	ATL_se0_ag1_m_04	740.3091	[And] to me, both of them nobodies, but, you know what I'm [saying],	743.0815
516	ATL_int_01	742.8031	[Yeah], yeah, one was a [rapper, and one was] a nobody, and both of 'em said, nah, that ain't really the [way like that.]	748.3546
517	ATL_se0_ag1_m_04	743.8755	[I'm just li-]	744.7211
518	ATL_se0_ag1_m_04	744.7211	(pause 2.94)	747.6585
519	ATL_se0_ag1_m_04	747.6585	[yeah, it's] like, nigga, ay,	749.5095
520	ATL_se0_ag1_m_04	749.9271	you can't tell me what it is.	751.4131
521	ATL_int_01	751.4299	Mm-hm.	751.8951
522	ATL_se0_ag1_m_04	752.3039	I'm- I'm getting it.	753.1237
523	ATL_se0_ag1_m_04	753.1237	(pause 0.58)	753.7012
524	ATL_se0_ag1_m_04	753.7012	You know what I'm saying, like /the sa-/ I b- I been grinding the same way,	756.8603
525	ATL_int_01	757.1078	Mm-hm.	757.4481
526	ATL_se0_ag1_m_04	757.7368	you know what I'm saying, but now people starting to-	759.2887
527	ATL_se0_ag1_m_04	759.2887	(pause 0.35)	759.6379
528	ATL_se0_ag1_m_04	759.6379	to see me	760.3907
529	ATL_se0_ag1_m_04	760.3907	(pause 0.31)	760.7000
530	ATL_se0_ag1_m_04	760.7000	[cause of the light.] But the light powerful. Look up the light in the Bible.	763.2315
531	ATL_int_01	760.7924	[Mm.]	761.1124
532	ATL_int_01	763.6234	Okay.	764.0204
533	ATL_se0_ag1_m_04	764.1132	You know what I'm saying, look up the light anything. You can't even walk down a dark alley without light.	767.5507
534	ATL_int_01	768.9634	I mean, you can but you wouldn't be too successful with it.	771.6943
535	ATL_se0_ag1_m_04	771.7115	Yeah, you not. You gonna	773.0881
536	ATL_se0_ag1_m_04	773.0881	(pause 0.06)	773.1514
537	ATL_se0_ag1_m_04	773.1514	god damn run into something.	774.5510
538	ATL_int_01	774.6231	Mm-hm.	775.1129
539	ATL_int_01	775.1129	(pause 2.30)	777.4176
540	ATL_int_01	777.4176	That's deep, man.	778.2205
541	ATL_int_01	778.2205	(pause 0.57)	778.7877
542	ATL_int_01	778.7877	I b- I-	779.2347
543	ATL_int_01	779.2347	(pause 0.07)	779.3080
544	ATL_int_01	779.3080	I always, um,	780.5458
545	ATL_int_01	780.5458	(pause 1.41)	781.9585
546	ATL_int_01	781.9585	you know, appreciated the light,	783.4124
547	ATL_int_01	783.4124	(pause 0.35)	783.7668
548	ATL_int_01	783.7668	but now, I b-	784.6811
549	ATL_int_01	784.6811	(pause 0.10)	784.7783
550	ATL_int_01	784.7783	I notice myself	786.0869
551	ATL_int_01	786.0869	(pause 0.81)	786.9016
552	ATL_int_01	786.9016	really appreciating the darkness,	788.8711
553	ATL_int_01	788.8711	(pause 0.47)	789.3458
554	ATL_int_01	789.3458	[and-]	789.6740
555	ATL_se0_ag1_m_04	789.4265	[Oh no], you gotta appreciate both.	790.9217
556	ATL_int_01	791.1383	gotta appreciate both.	792.2365
557	ATL_int_01	792.2365	(pause 0.20)	792.4375
558	ATL_int_01	792.4375	Okay.	792.8758
559	ATL_int_01	792.8758	(pause 3.45)	796.3236
560	ATL_int_01	796.3236	Let's see. I'll probably, um,	797.8601
561	ATL_int_01	797.8601	(pause 0.44)	798.3035
562	ATL_int_01	798.3035	speak on a few more things and wrap it up.	800.2936
563	ATL_int_01	800.2936	(pause 0.49)	800.7886
564	ATL_int_01	800.7886	Um,	801.5723
565	ATL_int_01	801.5723	(pause 1.84)	803.4167
566	ATL_int_01	803.4167	who you got this year (breathy	804.7184
567	ATL_int_01	804.7184	(pause 0.24)	804.9568
568	ATL_int_01	804.9568	Super Bowl?	805.7265
569	ATL_se0_ag1_m_04	806.6133	Fuck the Super Bowl.	807.7166
570	ATL_int_01	807.9576	Fuck the Super Bowl. Have you even been watching football like that?	810.6180
571	ATL_se0_ag1_m_04	811.6904	It's- um,	812.7112
572	ATL_se0_ag1_m_04	812.7112	(pause 1.41)	814.1174
573	ATL_se0_ag1_m_04	814.1174	it's wack, man. I- it's set up, man. It's set up.	816.4788
574	ATL_int_01	817.4893	What, you mean it's set up as in	818.9484
575	ATL_int_01	818.9484	(pause 0.18)	819.1237
576	ATL_int_01	819.1237	it's too obvious for you to notice that it's set up, [or-]	822.2055
577	ATL_se0_ag1_m_04	821.9323	[I mean], it's just set up period, man. No way in hell this nigga winning all these championships, man. They want this man to win all these championships	828.1746
578	ATL_se0_ag1_m_04	828.9892	like-	829.4996
579	ATL_int_01	830.6339	Okay, what is it about his greatness	833.0232
580	ATL_int_01	833.0232	(pause 0.09)	833.1160
581	ATL_int_01	833.1160	that you're willing to question,	834.6548
582	ATL_int_01	834.6548	(pause 0.78)	835.4371
583	ATL_int_01	835.4371	but Michael Jordan's greatness, I ain't hear nobody saying, oh, man,	839.3452
584	ATL_int_01	839.3452	(pause 0.54)	839.8865
585	ATL_int_01	839.8865	this shit rigged for Michael Jordan to god damn win all these titles.	843.3086
586	ATL_int_01	843.3086	(pause 0.28)	843.5922
587	ATL_int_01	843.5922	It look like he went out there and just snatched them hoes.	845.9484
588	ATL_int_01	845.9484	(pause 1.43)	847.3752
589	ATL_int_01	847.3752	So why you saying	848.4531
590	ATL_int_01	848.4531	(pause 0.17)	848.6189
591	ATL_int_01	848.6189	that Tom Brady is possibly not	850.5512
592	ATL_int_01	850.5512	(pause 0.48)	851.0358
593	ATL_int_01	851.0358	doing that? Or Bill Belichick?	852.4898
594	ATL_se0_ag1_m_04	853.8598	Man, look,	854.9219
595	ATL_se0_ag1_m_04	854.9219	(pause 1.51)	856.4326
596	ATL_se0_ag1_m_04	856.4326	the dude who w- who- who said they had to throw the game	859.3907
597	ATL_se0_ag1_m_04	859.3907	(pause 0.52)	859.9062
598	ATL_se0_ag1_m_04	859.9062	the last year, man,	861.1849
599	ATL_int_01	861.4839	Mm.	861.7727
600	ATL_se0_ag1_m_04	861.8809	told everybody	863.0565
601	ATL_se0_ag1_m_04	863.0565	(pause 0.59)	863.6442
602	ATL_se0_ag1_m_04	863.6442	that, um,	864.6651
603	ATL_se0_ag1_m_04	864.6651	(pause 2.70)	867.3602
604	ATL_se0_ag1_m_04	867.3602	the game was rigged, and he got fired.	869.4387
605	ATL_se0_ag1_m_04	869.4387	(pause 0.92)	870.3557
606	ATL_se0_ag1_m_04	870.3557	So the game rigged.	871.4319
607	ATL_int_01	872.5404	You think the Falcons really was supposed to possibly	875.6236
608	ATL_int_01	875.6236	(pause 0.69)	876.3145
609	ATL_int_01	876.3145	win if it wasn't for no other extra influence on the game?	879.9428
610	ATL_se0_ag1_m_04	882.4588	I mean,	883.0555
611	ATL_int_01	883.5711	Taking it that far?	884.5043
612	ATL_se0_ag1_m_04	885.8861	I'm not gonna say all that,	887.0977
613	ATL_int_01	887.4999	[Mm-hm.]	887.8394
614	ATL_se0_ag1_m_04	887.5716	[but-]	887.8882
615	ATL_int_01	890.3857	How rigged is rigged? Like if that's the case, then the whole everything is rigged from	894.7340
616	ATL_int_01	894.7340	(pause 0.08)	894.8174
617	ATL_int_01	894.8174	top to bottom every second.	896.1640
618	ATL_se0_ag1_m_04	897.5922	Man, it is though.	898.6079
619	ATL_int_01	900.5516	You don't feel like that-	901.5689
620	ATL_int_01	901.5689	(pause 0.15)	901.7224
621	ATL_int_01	901.7224	that's the case with the- um,	903.0352
622	ATL_int_01	903.0352	(pause 0.16)	903.1925
623	ATL_int_01	903.1925	the NBA?	903.8397
624	ATL_se0_ag1_m_04	904.7523	I mean, I feel like the NBA rigged too sometime.	907.0143
625	ATL_se0_ag1_m_04	907.0143	(pause 0.47)	907.4835
626	ATL_se0_ag1_m_04	907.4835	I mean, they go out there and play they games, but	909.4478
627	ATL_se0_ag1_m_04	909.4478	(pause 0.83)	910.2779
628	ATL_se0_ag1_m_04	910.2779	I mean, I don't know. I don't really think about it-	912.4537
629	ATL_se0_ag1_m_04	912.4537	(pause 0.48)	912.9370
630	ATL_se0_ag1_m_04	912.9370	football like that. I feel like they doing that with football, man, with the-	915.7469
631	ATL_se0_ag1_m_04	915.7469	(pause 0.70)	916.4481
632	ATL_se0_ag1_m_04	916.4481	with the- w- with the great white hope	918.0103
633	ATL_int_01	918.7263	[Ah. <laugh>]	920.9123
634	ATL_se0_ag1_m_04	919.2212	[Tom Brady.]	919.9585
635	ATL_se0_ag1_m_04	920.9350	They don't want a Black man to ever be able to reach	922.9526
636	ATL_int_01	923.2414	Mm-hm.	923.6848
637	ATL_se0_ag1_m_04	923.7621	them goals, so they try to set the bar so high.	925.9276
638	ATL_int_01	926.2730	[Oh, okay. Black quarterback] come in in this bitch, he gonna have some work to do.	930.1230
639	ATL_se0_ag1_m_04	926.4689	[/They/ give 'em all these-]	927.6895
640	ATL_int_01	931.3862	Cam, [Vic],	932.6442
641	ATL_se0_ag1_m_04	932.5514	[Man], [why was my car not] working, man?	934.8753
642	ATL_int_01	933.0708	[/all those/ /?/.]	934.0504
643	ATL_int_01	937.9637	Okay, well d- shit	938.9897
644	ATL_int_01	938.9897	(pause 0.53)	939.5193
645	ATL_int_01	939.5193	who you got for the finals then	940.9320
646	ATL_int_01	940.9320	(pause 0.53)	941.4631
647	ATL_int_01	941.4631	in the NBA?	942.0972
648	ATL_se0_ag1_m_04	944.4895	[Um],	945.8235
649	ATL_int_01	945.2423	[Or is it just] another collision course with whoever with the [Warriors?]	948.8912
650	ATL_se0_ag1_m_04	948.6386	[Yeah.]	949.0691
651	ATL_se0_ag1_m_04	949.2615	That's pretty much it.	950.1544
652	ATL_int_01	950.3658	Mm, mm, mm, mm.	951.4692
653	ATL_int_01	951.4692	(pause 3.83)	955.3037
654	ATL_int_01	955.3037	I'm still happy for KD and that move he made.	957.6290
655	ATL_int_01	957.6290	(pause 1.77)	959.4012
656	ATL_int_01	959.4012	It's a little funky right now, but, you know,	961.6543
657	ATL_int_01	961.6543	(pause 0.99)	962.6442
658	ATL_int_01	962.6442	they gonna be testing soon. It's gonna be some more talent.	965.1176
659	ATL_se0_ag1_m_04	965.3806	Shit, Houston.	966.1694
660	ATL_int_01	967.2521	You got Houston out there.	968.4999
661	ATL_se0_ag1_m_04	968.8882	[Man, Harden out here] dropping sixty.	971.0815
662	ATL_int_01	968.9200	[You gonna see people-]	969.8287
663	ATL_int_01	971.4889	Point triple doubles and shit.	973.0975
664	ATL_int_01	973.0975	(pause 0.32)	973.4171
665	ATL_int_01	973.4171	Oh my god, that's amazing.	974.7886
666	ATL_int_01	974.7886	(pause 2.91)	977.7002
667	ATL_int_01	977.7002	Yeah,	977.9735
668	ATL_se0_ag1_m_04	978.1436	[Oh, man.]	979.0665
669	ATL_int_01	978.4530	[think I'm'a, um], (breathy)	979.5718
670	ATL_int_01	979.9018	go ahead and, um,	980.8956
671	ATL_int_01	980.8956	(pause 0.25)	981.1492
672	ATL_int_01	981.1492	wrap this one up, man.	982.5284
673	ATL_int_01	982.5284	(pause 0.07)	982.5970
674	ATL_int_01	982.5970	/RD-NAME-2/ it's- it's been a pleasure,	984.4994
675	ATL_int_01	984.4994	(pause 0.19)	984.6850
676	ATL_int_01	984.6850	you know.	985.0769
677	ATL_int_01	985.0769	(pause 0.60)	985.6749
678	ATL_int_01	985.6749	/Hope that we/	986.4535
679	ATL_int_01	986.4535	(pause 0.87)	987.3196
680	ATL_int_01	987.3196	have a open invitation any time	989.2672
681	ATL_int_01	989.2672	(pause 0.15)	989.4218
682	ATL_int_01	989.4218	to get a interview from you.	990.8087
683	ATL_se0_ag1_m_04	990.9840	Man, you know it, man.	992.0513
684	ATL_int_01	992.6391	Definitely, man. Well this	993.8948
685	ATL_int_01	993.8948	(pause 0.46)	994.3536
686	ATL_int_01	994.3536	/RD-NAME-4/	995.4710
687	ATL_int_01	995.4710	(pause 0.16)	995.6347
688	ATL_int_01	995.6347	signing out.	996.3490
689	ATL_int_01	996.3490	(pause 0.49)	996.8439
690	ATL_int_01	996.8439	Alright one.	997.3440
