Line	Spkr	StTime	Content	EnTime
395	VLD_int_01	416.4815	(pause 0.90)	417.3768
396	VLD_int_01	417.3768	<ts>	417.4747
397	VLD_int_01	417.4747	(pause 0.20)	417.6706
398	VLD_int_01	417.6706	I don't know when they actually started, but like, the newspaper. Did y'all get a like a newspaper every day- did [the.]	422.2301
399	VLD_se0_ag4_f_02	422.0751	[Oh.] No.	423.0077
400	VLD_int_01	423.0916	[No.]	423.2688
401	VLD_se0_ag4_f_02	423.1616	[Mm.] What is a newspaper? (laughing) We didn't know what that- what that was.	426.6203
402	VLD_int_01	426.8301	Oh, really?	427.4410
403	VLD_se0_ag4_f_02	427.4736	Mm-mm.	427.9586
404	VLD_int_01	427.9586	What about the milk man?	429.0637
405	VLD_se0_ag4_f_02	429.5719	Yeah we used to have a milk man.	431.2634
406	VLD_se0_ag4_f_02	431.2634	(pause 0.08)	431.3473
407	VLD_se0_ag4_f_02	431.3473	He used to come.	432.2007
408	VLD_se0_ag4_f_02	432.2007	(pause 0.67)	432.8674
409	VLD_se0_ag4_f_02	432.8674	Vallotton Dairy, that was the milk	434.5274
410	VLD_se0_ag4_f_02	434.5274	(pause 0.15)	434.6767
411	VLD_se0_ag4_f_02	434.6767	company, cause I think we just only had one.	437.1608
412	VLD_se0_ag4_f_02	437.1608	(pause 2.13)	439.2918
413	VLD_se0_ag4_f_02	439.2918	Yeah, cause one of my brothers, when he got about fourteen,	442.6666
414	VLD_se0_ag4_f_02	442.6666	(pause 0.42)	443.0862
415	VLD_se0_ag4_f_02	443.0862	he started working on the milk	444.6576
416	VLD_se0_ag4_f_02	444.6576	(pause 0.47)	445.1239
417	VLD_se0_ag4_f_02	445.1239	truck.	445.4550
418	VLD_se0_ag4_f_02	445.4550	(pause 0.32)	445.7767
419	VLD_se0_ag4_f_02	445.7767	Had to get up four o'clock in the morning to	448.0492
420	VLD_se0_ag4_f_02	448.0492	(pause 0.96)	449.0050
421	VLD_se0_ag4_f_02	449.0050	go get the milk out I guess before everybody got	451.4904
422	VLD_se0_ag4_f_02	451.4904	(pause 0.18)	451.6711
423	VLD_se0_ag4_f_02	451.6711	up and	452.2353
424	VLD_se0_ag4_f_02	452.2353	(pause 0.33)	452.5664
425	VLD_se0_ag4_f_02	452.5664	out of the street.	453.3124
426	VLD_se0_ag4_f_02	453.3124	(pause 0.43)	453.7414
427	VLD_se0_ag4_f_02	453.7414	Mm-hm.	454.0678
428	VLD_int_01	454.5667	And so, they would deliver the	455.9003
429	VLD_int_01	455.9003	(pause 0.36)	456.2594
430	VLD_int_01	456.2594	what would they	456.6744
431	VLD_int_01	456.6744	(pause 0.07)	456.7490
432	VLD_int_01	456.7490	like, they would [deliver it in a-]	457.5460
433	VLD_se0_ag4_f_02	457.1045	[In a jar.]	457.8445
434	VLD_int_01	458.2455	The [jar.]	458.7351
435	VLD_se0_ag4_f_02	458.4600	[They] was in jars, see.	459.8712
436	VLD_se0_ag4_f_02	460.1743	Mm-hm.	460.5566
437	VLD_int_01	461.0218	And you just paid every	462.3507
438	VLD_int_01	462.3507	(pause 0.17)	462.5232
439	VLD_int_01	462.5232	time? Or like, you paid like for the week? How did?	464.7661
440	VLD_se0_ag4_f_02	465.1857	That- we paid about a m-	466.3981
441	VLD_se0_ag4_f_02	466.3981	(pause 1.45)	467.8477
442	VLD_se0_ag4_f_02	467.8477	I believe they paid about a month.	469.6196
443	VLD_int_01	471.2469	And they would deliver it every day?	472.3800
444	VLD_se0_ag4_f_02	472.9524	No.	473.4047
445	VLD_se0_ag4_f_02	473.4047	(pause 0.08)	473.4886
446	VLD_se0_ag4_f_02	473.4886	Three times a week.	474.6031
447	VLD_int_01	474.8549	Okay.	475.1626
448	VLD_se0_ag4_f_02	475.1626	Mm-hm.	475.5450
449	VLD_se0_ag4_f_02	475.9040	Yeah.	476.1698
450	VLD_int_01	476.8739	What grocery stores did you guys have?	478.4966
451	VLD_se0_ag4_f_02	479.9782	<ts> We had two	481.0973
452	VLD_se0_ag4_f_02	481.0973	(pause 0.07)	481.1673
453	VLD_se0_ag4_f_02	481.1673	down here on Lee Street. Mrs.	483.3029
454	VLD_se0_ag4_f_02	483.3029	(pause 0.32)	483.6200
455	VLD_se0_ag4_f_02	483.6200	/RD-NAME-4/	484.7251
456	VLD_se0_ag4_f_02	484.7251	(pause 0.92)	485.6425
457	VLD_se0_ag4_f_02	485.6425	Eli Power,	486.8595
458	VLD_se0_ag4_f_02	486.8595	(pause 1.84)	488.7014
459	VLD_se0_ag4_f_02	488.7014	and /Hender Buckles/, right there on that corner there.	491.3898
460	VLD_se0_ag4_f_02	491.3898	(pause 0.13)	491.5204
461	VLD_se0_ag4_f_02	491.5204	That was the neighborhoods.	492.5649
462	VLD_se0_ag4_f_02	492.5649	(pause 0.33)	492.8959
463	VLD_se0_ag4_f_02	492.8959	Oh this,	493.3949
464	VLD_se0_ag4_f_02	493.3949	(pause 0.29)	493.6886
465	VLD_se0_ag4_f_02	493.6886	I-	493.8332
466	VLD_se0_ag4_f_02	493.8332	(pause 0.13)	493.9591
467	VLD_se0_ag4_f_02	493.9591	place over here, and was Copeland	495.4780
468	VLD_se0_ag4_f_02	495.4780	(pause 0.30)	495.7765
469	VLD_se0_ag4_f_02	495.7765	Grocery Store.	496.5925
470	VLD_se0_ag4_f_02	496.5925	(pause 1.90)	498.4903
471	VLD_se0_ag4_f_02	498.4903	Yeah.	498.7188
472	VLD_int_01	499.1244	But that was only on	499.9684
473	VLD_int_01	499.9684	(pause 0.20)	500.1643
474	VLD_int_01	500.1643	For this side of [town?]	501.1340
475	VLD_se0_ag4_f_02	500.9838	[Yeah.]	501.2542
476	VLD_se0_ag4_f_02	501.7671	Mm-hm.	502.1635
477	VLD_int_01	502.5319	So,	503.1427
478	VLD_int_01	503.1427	(pause 0.28)	503.4178
479	VLD_int_01	503.4178	at what point-	504.3178
480	VLD_int_01	504.3178	(pause 0.55)	504.8633
481	VLD_int_01	504.8633	Mm-mm.	505.1058
482	VLD_int_01	505.1058	(pause 0.15)	505.2550
483	VLD_int_01	505.2550	Let's go to beauty. So, how did you decide to leave	507.3615
484	VLD_int_01	507.3615	(pause 0.55)	507.9070
485	VLD_int_01	507.9070	Valdosta?	508.4573
486	VLD_se0_ag4_f_02	509.0914	Well, I got married right after	510.5882
487	VLD_se0_ag4_f_02	510.5882	(pause 0.18)	510.7701
488	VLD_se0_ag4_f_02	510.7701	finished high school. Nine,	512.3741
489	VLD_se0_ag4_f_02	512.3741	(pause 0.69)	513.0630
490	VLD_se0_ag4_f_02	513.0630	ten months after I finished high school, I got married.	515.7162
491	VLD_se0_ag4_f_02	515.7162	(pause 0.91)	516.6302
492	VLD_se0_ag4_f_02	516.6302	My husband and I moved to	518.1316
493	VLD_se0_ag4_f_02	518.1316	(pause 0.16)	518.2948
494	VLD_se0_ag4_f_02	518.2948	Tampa.	518.8952
495	VLD_int_01	522.3830	And wha- why did you move to Ta- wha-	523.8425
496	VLD_int_01	523.8425	(pause 0.10)	523.9451
497	VLD_int_01	523.9451	What made you move to.	524.8206
498	VLD_se0_ag4_f_02	525.1796	[Well, that's where] he had a job.	526.9296
499	VLD_int_01	525.1796	[/did he/ want-]	525.8184
500	VLD_int_01	526.9842	[Oh okay.]	527.3665
501	VLD_se0_ag4_f_02	527.2220	[In] Tampa, so we moved to Tampa.	529.1198
502	VLD_int_01	529.4555	Okay. So, [tell me] about	530.5932
503	VLD_se0_ag4_f_02	529.9684	[Mm-hm.]	530.2762
504	VLD_int_01	530.6679	Tampa.	531.0957
505	VLD_se0_ag4_f_02	532.3453	Oh.	533.2453
506	VLD_se0_ag4_f_02	533.2453	(pause 1.13)	534.3737
507	VLD_se0_ag4_f_02	534.3737	Now, Tampa. When I got to Tampa, I start having children, so (laughing).	538.5179
508	VLD_int_01	538.6018	<laugh>	540.4716
509	VLD_se0_ag4_f_02	540.9706	<laugh>	541.2550
510	VLD_se0_ag4_f_02	541.2550	(pause 0.43)	541.6840
511	VLD_se0_ag4_f_02	541.6840	They just two years apart, and	543.5993
512	VLD_se0_ag4_f_02	543.5993	(pause 0.14)	543.7438
513	VLD_se0_ag4_f_02	543.7438	and the last two, just thirteen months apart.	546.3784
514	VLD_se0_ag4_f_02	546.3784	(pause 0.73)	547.1104
515	VLD_se0_ag4_f_02	547.1104	So, I-	547.5907
516	VLD_se0_ag4_f_02	547.5907	(pause 0.14)	547.7353
517	VLD_se0_ag4_f_02	547.7353	I was just a housewife.	549.0491
518	VLD_se0_ag4_f_02	549.0491	(pause 1.62)	550.6717
519	VLD_se0_ag4_f_02	550.6717	But, I did go to, um,	552.4110
520	VLD_se0_ag4_f_02	552.4110	(pause 0.28)	552.6908
521	VLD_se0_ag4_f_02	552.6908	I g- m- started working at the coffee shop at /RD-WORK-4/.	556.0516
522	VLD_se0_ag4_f_02	556.0516	(pause 1.05)	557.1054
523	VLD_se0_ag4_f_02	557.1054	I worked there a little.	557.8888
524	VLD_se0_ag4_f_02	557.8888	(pause 0.33)	558.2198
525	VLD_se0_ag4_f_02	558.2198	About	558.4903
526	VLD_se0_ag4_f_02	558.4903	(pause 0.37)	558.8586
527	VLD_se0_ag4_f_02	558.8586	eight or nine months.	560.1596
528	VLD_se0_ag4_f_02	560.1596	(pause 1.73)	561.8930
529	VLD_se0_ag4_f_02	561.8930	That's the only	562.5085
530	VLD_se0_ag4_f_02	562.5085	(pause 0.21)	562.7137
531	VLD_se0_ag4_f_02	562.7137	job I ever had there down in Tampa (laughing).	565.0778
532	VLD_se0_ag4_f_02	565.0778	(pause 0.71)	565.7912
533	VLD_se0_ag4_f_02	565.7912	Cause I tried a maid job one time, but I wasn't never a maid.	569.2872
534	VLD_int_01	569.4365	[Mm-mm.]	569.7722
535	VLD_se0_ag4_f_02	569.6276	[I] couldn't-	570.1079
536	VLD_se0_ag4_f_02	570.5835	I couldn't tell you	571.2690
537	VLD_se0_ag4_f_02	571.2690	(pause 1.10)	572.3694
538	VLD_se0_ag4_f_02	572.3694	stand and help and	573.3102
539	VLD_se0_ag4_f_02	573.3102	(pause 0.07)	573.3848
540	VLD_se0_ag4_f_02	573.3848	tell you how to do	574.1821
541	VLD_se0_ag4_f_02	574.1821	(pause 0.11)	574.2941
542	VLD_se0_ag4_f_02	574.2941	things, you know. <laugh>	575.6696
543	VLD_int_01	575.8934	That wasn't your calling?	576.7281
544	VLD_se0_ag4_f_02	576.7281	No, I- I couldn't be no maid, so	579.1548
545	VLD_se0_ag4_f_02	579.6071	I didn't do that.	580.3298
546	VLD_se0_ag4_f_02	580.3298	(pause 0.29)	580.6189
547	VLD_se0_ag4_f_02	580.6189	But, you know, I always did hair.	582.2871
548	VLD_se0_ag4_f_02	582.2871	(pause 1.25)	583.5414
549	VLD_se0_ag4_f_02	583.5414	So, when I-	584.2735
550	VLD_se0_ag4_f_02	584.2735	(pause 0.49)	584.7677
551	VLD_se0_ag4_f_02	584.7677	even in high school,	585.9288
552	VLD_se0_ag4_f_02	585.9288	(pause 0.50)	586.4324
553	VLD_se0_ag4_f_02	586.4324	I used to do	587.0246
554	VLD_se0_ag4_f_02	587.0246	(pause 0.51)	587.5375
555	VLD_se0_ag4_f_02	587.5375	um,	588.1985
556	VLD_se0_ag4_f_02	588.1985	(pause 0.88)	589.0751
557	VLD_se0_ag4_f_02	589.0751	the students' hair.	590.1569
558	VLD_se0_ag4_f_02	590.1569	(pause 0.28)	590.4367
559	VLD_se0_ag4_f_02	590.4367	in school at South Street, if they come to school in all kind of old braids in there, I take it loose	595.3968
560	VLD_se0_ag4_f_02	595.3968	(pause 0.40)	595.7979
561	VLD_se0_ag4_f_02	595.7979	and make 'em	596.2968
562	VLD_se0_ag4_f_02	596.2968	(pause 0.08)	596.3807
563	VLD_se0_ag4_f_02	596.3807	pony tails.	597.2434
564	VLD_se0_ag4_f_02	597.2434	(pause 0.32)	597.5651
565	VLD_se0_ag4_f_02	597.5651	You know.	597.9568
566	VLD_se0_ag4_f_02	597.9568	(pause 0.36)	598.3205
567	VLD_se0_ag4_f_02	598.3205	They go home and get a beating because they done took their hair loose.	601.0798
568	VLD_se0_ag4_f_02	601.0798	(pause 0.09)	601.1684
569	VLD_se0_ag4_f_02	601.1684	<laugh>	601.7989
570	VLD_int_01	601.9331	[<laugh>]	605.0945
571	VLD_se0_ag4_f_02	601.9382	[Back then, you had to look like you left home.]	604.5956
572	VLD_se0_ag4_f_02	605.7695	But,	606.0353
573	VLD_se0_ag4_f_02	606.0353	(pause 0.25)	606.2824
574	VLD_se0_ag4_f_02	606.2824	we was go in the basement. They had a basement	608.8710
575	VLD_se0_ag4_f_02	608.8710	(pause 0.13)	609.0055
576	VLD_se0_ag4_f_02	609.0055	in /RD-SCHOOL-2/.	609.9381
577	VLD_se0_ag4_f_02	609.9381	(pause 0.38)	610.3158
578	VLD_se0_ag4_f_02	610.3158	Go down there, and I make 'em all a pony tail, and I think I was in the fourth grade.	614.2710
579	VLD_se0_ag4_f_02	614.2710	(pause 1.52)	615.7958
580	VLD_se0_ag4_f_02	615.7958	When I really started messing with hair.	617.8323
581	VLD_int_01	617.8447	Mm-hm.	618.1950
582	VLD_se0_ag4_f_02	618.2660	Mm-hm.	618.7509
583	VLD_se0_ag4_f_02	618.7509	(pause 0.48)	619.2312
584	VLD_se0_ag4_f_02	619.2312	And about time I got in high school,	621.6093
585	VLD_se0_ag4_f_02	621.6093	(pause 0.58)	622.1922
586	VLD_se0_ag4_f_02	622.1922	I had customers	623.6458
587	VLD_se0_ag4_f_02	623.6458	(pause 0.66)	624.3080
588	VLD_se0_ag4_f_02	624.3080	come on F-	624.8955
589	VLD_se0_ag4_f_02	624.8955	(pause 1.41)	626.3083
590	VLD_se0_ag4_f_02	626.3083	Friday evenings and Saturday mornings and get they little hair done.	630.0841
591	VLD_se0_ag4_f_02	630.0841	(pause 1.41)	631.4970
592	VLD_se0_ag4_f_02	631.4970	I had three old ladies I used to do their hair	633.8611
593	VLD_se0_ag4_f_02	633.8611	(pause 0.32)	634.1828
594	VLD_se0_ag4_f_02	634.1828	/at/ once a month, that's all I could do. <laugh>	636.7522
595	VLD_int_01	637.0087	And how much would you [charge?]	637.9972
596	VLD_se0_ag4_f_02	637.7250	[Fifty] cents.	639.2329
597	VLD_int_01	639.2702	Fifty cents.	640.0909
598	VLD_se0_ag4_f_02	640.1515	Yeah, if I made two dollars that week, I was making some money.	643.4855
599	VLD_int_01	644.4834	<ts> So wha- two dollars. Put that in context. What was two dollars like today, what would that be?	648.2370
600	VLD_se0_ag4_f_02	648.3862	Oh. Goodn-	649.0658
601	VLD_int_01	649.4575	[You was]	649.7839
602	VLD_se0_ag4_f_02	649.5368	I-	649.6813
603	VLD_int_01	649.8772	making good money.	650.5954
604	VLD_se0_ag4_f_02	650.4974	Mm, uh-huh. And that'd have been	651.4859
605	VLD_se0_ag4_f_02	651.5978	two hundred dollars almost, you know?	653.8593
606	VLD_se0_ag4_f_02	653.8593	(pause 0.09)	653.9479
607	VLD_se0_ag4_f_02	653.9479	To now.	654.4002
608	VLD_int_01	654.6881	[Mm-hm.]	655.5788
609	VLD_se0_ag4_f_02	655.1638	[Mm-hm] cause	655.9798
610	VLD_se0_ag4_f_02	656.6186	everything was	657.7237
611	VLD_se0_ag4_f_02	657.7237	(pause 0.83)	658.5490
612	VLD_se0_ag4_f_02	658.5490	ten, fifteen cent, you know.	660.4655
613	VLD_se0_ag4_f_02	660.4655	(pause 0.66)	661.1265
614	VLD_se0_ag4_f_02	661.1265	But.	661.2990
615	VLD_int_01	662.6046	And so, you started doing hair, then you started getting customers. So, what made say you know, what, I’m’a go to	666.4142
616	VLD_int_01	666.4142	(pause 0.12)	666.5308
617	VLD_int_01	666.5308	I’m’a go to beauty school and	667.8984
618	VLD_int_01	667.8984	(pause 0.48)	668.3740
619	VLD_int_01	668.3740	instead of working at the coffee shop, and you [know that] you weren't gonna be a maid.	670.9727
620	VLD_se0_ag4_f_02	670.0214	[Mm.]	670.2453
621	VLD_se0_ag4_f_02	670.2453	(pause 0.73)	670.9727
622	VLD_se0_ag4_f_02	670.9727	Mm-hm.	671.5322
623	VLD_se0_ag4_f_02	672.1990	So, I-	672.5755
624	VLD_se0_ag4_f_02	672.5755	(pause 0.13)	672.7014
625	VLD_se0_ag4_f_02	672.7014	that made me go to school, so I-	674.2076
626	VLD_se0_ag4_f_02	674.2076	(pause 0.13)	674.3335
627	VLD_se0_ag4_f_02	674.3335	I-	674.4827
628	VLD_se0_ag4_f_02	674.4827	(pause 0.20)	674.6832
629	VLD_se0_ag4_f_02	674.6832	I did hair a while, when I got back here	677.1032
630	VLD_se0_ag4_f_02	677.1032	(pause 0.40)	677.5042
631	VLD_se0_ag4_f_02	677.5042	cause I, when I	678.1291
632	VLD_se0_ag4_f_02	678.1291	(pause 0.11)	678.2363
633	VLD_se0_ag4_f_02	678.2363	first got here, I moved	679.3127
634	VLD_se0_ag4_f_02	679.3127	(pause 0.32)	679.6344
635	VLD_se0_ag4_f_02	679.6344	uh, my daddy moved me in the project	681.6955
636	VLD_se0_ag4_f_02	681.6955	(pause 0.51)	682.2037
637	VLD_se0_ag4_f_02	682.2037	cause they didn't have a house.	683.4720
638	VLD_se0_ag4_f_02	683.4720	(pause 1.07)	684.5389
639	VLD_se0_ag4_f_02	684.5389	I stayed out there eight months	685.9937
640	VLD_se0_ag4_f_02	685.9937	(pause 0.52)	686.5159
641	VLD_se0_ag4_f_02	686.5159	before I moved here.	687.6945
642	VLD_int_01	687.8344	Mm-hm.	688.1981
643	VLD_se0_ag4_f_02	689.7135	And then I babysit for my sisters.	692.4180
644	VLD_se0_ag4_f_02	692.4180	(pause 0.56)	692.9811
645	VLD_se0_ag4_f_02	692.9811	Yeah, one had four children, the other had	695.1400
646	VLD_se0_ag4_f_02	695.1400	(pause 0.41)	695.5457
647	VLD_se0_ag4_f_02	695.5457	two.	695.9327
648	VLD_se0_ag4_f_02	695.9327	(pause 0.91)	696.8405
649	VLD_se0_ag4_f_02	696.8405	Yeah, so I babysit for them for eight months out there in the project.	700.2307
650	VLD_se0_ag4_f_02	700.2307	(pause 0.20)	700.4266
651	VLD_se0_ag4_f_02	700.4266	Cause they were working	701.5410
652	VLD_se0_ag4_f_02	701.5410	(pause 0.77)	702.3104
653	VLD_se0_ag4_f_02	702.3104	and I wasn't working.	703.5367
654	VLD_se0_ag4_f_02	703.5367	(pause 2.46)	705.9929
655	VLD_se0_ag4_f_02	705.9929	Then when I moved here in sixty-one.	709.4528
656	VLD_se0_ag4_f_02	709.4528	(pause 0.68)	710.1289
657	VLD_se0_ag4_f_02	710.1289	Sixty-two,	710.9578
658	VLD_se0_ag4_f_02	710.9578	(pause 1.51)	712.4639
659	VLD_se0_ag4_f_02	712.4639	I went to Pinevale	713.6669
660	VLD_se0_ag4_f_02	713.6669	(pause 0.88)	714.5435
661	VLD_se0_ag4_f_02	714.5435	Beauty School. I-	715.4435
662	VLD_se0_ag4_f_02	715.4435	(pause 0.42)	715.8631
663	VLD_se0_ag4_f_02	715.8631	Cause I was doing hair, you know, in the kitchen, and you know how people would	718.9934
664	VLD_se0_ag4_f_02	718.9934	(pause 0.43)	719.4186
665	VLD_se0_ag4_f_02	719.4186	during that time they would turn you up. The licensed beauticians would	723.4893
666	VLD_se0_ag4_f_02	723.4893	(pause 0.37)	723.8577
667	VLD_se0_ag4_f_02	723.8577	if uh,	724.3426
668	VLD_se0_ag4_f_02	724.3426	(pause 0.17)	724.5152
669	VLD_se0_ag4_f_02	724.5152	the state people came about	726.1192
670	VLD_int_01	726.2358	[Mm-hm.]	726.5668
671	VLD_se0_ag4_f_02	726.3011	[and they]	726.5855
672	VLD_se0_ag4_f_02	726.7813	knew somebody was doing hair at the house, they would	729.4287
673	VLD_se0_ag4_f_02	729.4287	(pause 0.81)	730.2354
674	VLD_se0_ag4_f_02	730.2354	you know, report you.	731.2612
675	VLD_se0_ag4_f_02	731.2612	(pause 0.95)	732.2078
676	VLD_se0_ag4_f_02	732.2078	And so,	732.9306
677	VLD_se0_ag4_f_02	732.9306	(pause 0.44)	733.3735
678	VLD_se0_ag4_f_02	733.3735	I-	733.8212
679	VLD_se0_ag4_f_02	733.8212	(pause 0.39)	734.2128
680	VLD_se0_ag4_f_02	734.2128	they	734.3621
681	VLD_se0_ag4_f_02	734.3621	(pause 0.26)	734.6220
682	VLD_se0_ag4_f_02	734.6220	did report me one time.	736.3287
683	VLD_se0_ag4_f_02	736.3287	(pause 1.01)	737.3358
684	VLD_se0_ag4_f_02	737.3358	And I knew the lady done it. This beauty shop down there.	740.3523
685	VLD_se0_ag4_f_02	740.3523	(pause 0.23)	740.5854
686	VLD_se0_ag4_f_02	740.5854	<laugh>	740.8139
687	VLD_se0_ag4_f_02	740.8139	(pause 0.82)	741.6299
688	VLD_se0_ag4_f_02	741.6299	So, I	742.0671
689	VLD_se0_ag4_f_02	742.0671	(pause 0.09)	742.1557
690	VLD_se0_ag4_f_02	742.1557	start going to school, so it took uh, e-	744.0954
691	VLD_se0_ag4_f_02	744.0954	(pause 0.19)	744.2819
692	VLD_se0_ag4_f_02	744.2819	eighteen months, mm,	745.3964
693	VLD_se0_ag4_f_02	745.3964	(pause 0.09)	745.4896
694	VLD_se0_ag4_f_02	745.4896	two years	746.3476
695	VLD_se0_ag4_f_02	746.3476	(pause 0.10)	746.4502
696	VLD_se0_ag4_f_02	746.4502	to finish.	747.1123
697	VLD_se0_ag4_f_02	747.1123	(pause 0.27)	747.3828
698	VLD_se0_ag4_f_02	747.3828	So, I finished it in	748.2396
699	VLD_se0_ag4_f_02	748.2396	(pause 0.20)	748.4401
700	VLD_se0_ag4_f_02	748.4401	sixty-one,	749.8856
701	VLD_se0_ag4_f_02	749.8856	(pause 0.90)	750.7902
702	VLD_se0_ag4_f_02	750.7902	sixty-two.	751.5456
703	VLD_int_01	751.8394	Mm-hm.	752.2497
704	VLD_se0_ag4_f_02	752.3523	Mm-hm.	752.7486
705	VLD_se0_ag4_f_02	752.7486	(pause 2.62)	755.3727
706	VLD_se0_ag4_f_02	755.3727	And I've been r- here ever since.	757.2145
707	VLD_int_01	757.2472	Did you-	757.5363
708	VLD_int_01	757.5363	(pause 0.24)	757.7741
709	VLD_int_01	757.7741	but you didn't start with your own shop, you started working at	759.8397
710	VLD_int_01	759.8397	(pause 0.33)	760.1728
711	VLD_int_01	760.1728	the lady's shop? Or you started your own shop [right away?]	762.3801
712	VLD_se0_ag4_f_02	761.8205	[I started] my own shop.	763.4619
713	VLD_int_01	764.0110	In sixty-two?	764.8736
714	VLD_se0_ag4_f_02	764.9435	Mm-hm.	765.4098
715	VLD_int_01	766.4403	In this same shop right [now?]	767.5734
716	VLD_se0_ag4_f_02	767.3916	[<ts>]	767.5175
717	VLD_se0_ag4_f_02	767.6107	This same shop right here, this house,	769.5785
718	VLD_se0_ag4_f_02	769.5785	(pause 0.07)	769.6519
719	VLD_se0_ag4_f_02	769.6519	this shop wasn't built on here, this house was just straight	773.2983
720	VLD_se0_ag4_f_02	773.2983	(pause 0.90)	774.1982
721	VLD_se0_ag4_f_02	774.1982	back then.	774.7858
722	VLD_se0_ag4_f_02	774.7858	(pause 0.56)	775.3500
723	VLD_se0_ag4_f_02	775.3500	So, oh, uh.	776.5845
724	VLD_se0_ag4_f_02	776.5845	(pause 2.42)	778.9999
725	VLD_se0_ag4_f_02	778.9999	I think it was Mr. Scott. He had	780.7998
726	VLD_se0_ag4_f_02	780.7998	(pause 0.68)	781.4759
727	VLD_se0_ag4_f_02	781.4759	this	781.6939
728	VLD_se0_ag4_f_02	781.6939	(pause 0.42)	782.1135
729	VLD_se0_ag4_f_02	782.1135	uh,	782.5099
730	VLD_se0_ag4_f_02	782.5099	(pause 0.07)	782.5752
731	VLD_se0_ag4_f_02	782.5752	cottoners were coming, they	783.8062
732	VLD_se0_ag4_f_02	783.8062	(pause 0.20)	784.0067
733	VLD_se0_ag4_f_02	784.0067	added this here shop. He said	785.6340
734	VLD_se0_ag4_f_02	785.6340	(pause 0.38)	786.0164
735	VLD_se0_ag4_f_02	786.0164	I di-	786.2962
736	VLD_se0_ag4_f_02	786.2962	(pause 0.09)	786.3856
737	VLD_se0_ag4_f_02	786.3856	Cause this was a driveway. Like,	788.1369
738	VLD_int_01	788.3280	Mm-hm.	788.7710
739	VLD_se0_ag4_f_02	789.1487	so, he said, you can put a shop there.	791.1258
740	VLD_se0_ag4_f_02	791.1258	(pause 0.73)	791.8579
741	VLD_se0_ag4_f_02	791.8579	So, they ma-	792.4361
742	VLD_se0_ag4_f_02	792.4361	(pause 0.13)	792.5666
743	VLD_se0_ag4_f_02	792.5666	they built this shop here.	793.9768
744	VLD_se0_ag4_f_02	793.9768	(pause 0.18)	794.1540
745	VLD_se0_ag4_f_02	794.1540	Two old mens.	795.4503
746	VLD_se0_ag4_f_02	795.4503	(pause 0.48)	795.9306
747	VLD_se0_ag4_f_02	795.9306	It wasn't never fixed like it's supposed to be, cause	798.4194
748	VLD_se0_ag4_f_02	798.4194	(pause 0.14)	798.5587
749	VLD_se0_ag4_f_02	798.5587	old timey	799.2914
750	VLD_se0_ag4_f_02	799.2914	(pause 0.66)	799.9520
751	VLD_se0_ag4_f_02	799.9520	uh, carpenters, you know they didn't measure nothing. They just fit it. [<laugh>]	803.7341
752	VLD_int_01	803.0103	[<laugh>]	804.4558
753	VLD_se0_ag4_f_02	804.5735	So,	804.9034
754	VLD_se0_ag4_f_02	804.9034	(pause 0.31)	805.2112
755	VLD_se0_ag4_f_02	805.2112	it got burned in	806.5121
756	VLD_se0_ag4_f_02	806.5121	(pause 0.78)	807.2943
757	VLD_se0_ag4_f_02	807.2943	in seve-	808.0917
758	VLD_se0_ag4_f_02	808.0917	(pause 0.24)	808.3295
759	VLD_se0_ag4_f_02	808.3295	two thou-	808.8611
760	VLD_se0_ag4_f_02	808.8611	(pause 0.34)	809.1968
761	VLD_se0_ag4_f_02	809.1968	ninet-	809.5978
762	VLD_se0_ag4_f_02	809.5978	(pause 0.33)	809.9289
763	VLD_se0_ag4_f_02	809.9289	when was it? Two thou-	810.9407
764	VLD_se0_ag4_f_02	810.9407	(pause 2.02)	812.9633
765	VLD_se0_ag4_f_02	812.9633	Nineteen seventy-nine.	814.6979
766	VLD_se0_ag4_f_02	814.6979	(pause 0.50)	815.2015
767	VLD_se0_ag4_f_02	815.2015	It got burned.	816.1294
768	VLD_se0_ag4_f_02	816.1294	(pause 1.04)	817.1739
769	VLD_se0_ag4_f_02	817.1739	And um,	817.8407
770	VLD_se0_ag4_f_02	817.8407	(pause 0.44)	818.2778
771	VLD_se0_ag4_f_02	818.2778	I had to have it redone over	820.2129
772	VLD_se0_ag4_f_02	820.2129	(pause 1.35)	821.5652
773	VLD_se0_ag4_f_02	821.5652	and the carpenters that	822.5677
774	VLD_se0_ag4_f_02	822.5677	(pause 0.30)	822.8708
775	VLD_se0_ag4_f_02	822.8708	got there. And they say well,	824.3256
776	VLD_se0_ag4_f_02	824.3256	(pause 0.43)	824.7534
777	VLD_se0_ag4_f_02	824.7534	I just don't see how you stayed in tha- in this little place all this long time.	829.2904
778	VLD_se0_ag4_f_02	829.2904	(pause 0.36)	829.6495
779	VLD_se0_ag4_f_02	829.6495	Nothing was measured or fi- <laugh>	832.0497
780	VLD_se0_ag4_f_02	832.0497	(pause 0.46)	832.5113
781	VLD_se0_ag4_f_02	832.5113	but, they fixed it. You know, [like it is now.]	834.9361
782	VLD_int_01	833.8030	[Right. Mm-hm.]	834.6236
783	VLD_se0_ag4_f_02	835.6926	So,	836.1916
784	VLD_se0_ag4_f_02	836.1916	(pause 0.46)	836.6532
785	VLD_se0_ag4_f_02	836.6532	that's about	837.1836
